web_id,button_id,button_width,button_width_ratio_with_largest_button_width,button_width_ratio_with_smallest_button_width,button_height,button_height_ratio_with_largest_button_height,button_height_ratio_with_smallest_button_height,button_color_R,button_color_G,button_color_B,button_color_A,button_contrast_with_background,button_center_x_coordinate,button_center_y_coordinate,button_is_on_navbar,button_is_on_footer,button_is_on_left_half_of_screen,button_is_on_right_half_of_screen,button_is_on_upper_half_of_screen,button_is_on_lower_half_of_screen,button_is_on_horizontal_center_of_screen,button_is_on_vertical_center_of_screen,total_number_of_buttons_in_radius_5_percent_of_screen_size,total_number_of_buttons_in_radius_10_percent_of_screen_size,total_number_of_buttons_in_radius_25_percent_of_screen_size,total_number_of_buttons_in_radius_50_percent_of_screen_size,button_text_size,button_text_size_ratio_with_largest_button_text,button_text_size_ratio_with_smallest_button_text,button_text_color_R,button_text_color_G,button_text_color_B,button_text_color_A,button_text_contrast_with_button,button_text_is_bold,button_text_is_italic,total_number_of_buttons_in_the_website,total_number_of_buttons_in_the_navbar,largest_button_text_in_the_website,smallest_button_text_in_the_website,largest_button_width_in_the_website,smallest_button_width_in_the_website,largest_button_height_in_the_website,smallest_button_height_in_the_website,button_rank
9.0,5.0,0.025390625,0.1638655462184874,1.0,0.030095759233926128,0.2894736842105263,1.0,0.5019607843137255,0.0,1.0,1.0,0.2180160597572362,0.532226582368215,0.25727314042327504,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,1.0,10.0,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,0.21841990756126894,0.0,0.0,10.0,0.0,24.0,10.0,238.0,39.0,76.0,22.0,0.0
9.0,6.0,0.06575520833333333,0.42436974789915966,2.58974358974359,0.060191518467852256,0.5789473684210527,2.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.5940104077259699,0.2550843600209206,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,1.0,14.0,0.5833333333333334,1.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,24.0,10.0,238.0,39.0,76.0,22.0,0.3333333333333333
9.0,7.0,0.07682291666666667,0.4957983193277311,3.0256410256410255,0.07387140902872777,0.7105263157894737,2.4545454545454546,0.4,0.4,0.4,1.0,0.42857142857142855,0.6816569119691849,0.2528955796185662,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.8888888888888888,18.0,0.75,1.8,1.0,1.0,1.0,1.0,0.11111111111111112,0.0,0.0,10.0,0.0,24.0,10.0,238.0,39.0,76.0,22.0,0.4444444444444444
9.0,8.0,0.0390625,0.25210084033613445,1.5384615384615385,0.04103967168262654,0.39473684210526316,1.3636363636363635,1.0,0.5019607843137255,0.0,1.0,0.5920022408963586,0.7558865348498026,0.25617874500363375,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.7777777777777778,12.0,0.5,1.2,0.0,0.0,0.0,1.0,0.5920022408963586,0.0,0.0,10.0,0.0,24.0,10.0,238.0,39.0,76.0,22.0,0.2222222222222222
9.0,9.0,0.05078125,0.3277310924369748,2.0,0.0560875512995896,0.5394736842105263,1.8636363636363635,0.0,1.0,1.0,1.0,0.7975238095238095,0.8171007335186005,0.2550843600209206,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.7777777777777778,14.0,0.5833333333333334,1.4,0.0,0.0,0.0,1.0,0.7975238095238095,0.0,0.0,10.0,0.0,24.0,10.0,238.0,39.0,76.0,22.0,0.1111111111111111
9.0,10.0,0.08138020833333333,0.5252100840336135,3.2051282051282053,0.07387140902872777,0.7105263157894737,2.4545454545454546,1.0,0.0,1.0,1.0,0.31885714285714284,0.15661349892616272,0.36671226491027914,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,18.0,0.75,1.8,1.0,1.0,1.0,1.0,0.14934289127837516,0.0,0.0,10.0,0.0,24.0,10.0,238.0,39.0,76.0,22.0,0.7777777777777778
10.0,1.0,0.11002604166666667,1.0,3.840909090909091,0.08755129958960328,1.0,3.2,0.8784313725490196,0.8784313725490196,0.8784313725490196,1.0,0.88422035480859,0.3311414917310079,0.25180118419892483,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,1.0,20.0,1.0,2.0,0.4,0.4,0.4,1.0,0.09824670608984334,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,1.0
10.0,2.0,0.08138020833333333,0.7396449704142012,2.840909090909091,0.06292749658002736,0.71875,2.3,0.9411764705882353,0.9411764705882353,0.9098039215686274,1.0,0.94182035480859,0.4405490259329478,0.25453716231109996,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.8888888888888888,1.0,15.0,0.75,1.5,0.5411764705882353,0.5411764705882353,0.47843137254901963,1.0,0.08027157042764539,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.8888888888888888
10.0,3.0,0.072265625,0.6568047337278107,2.522727272727273,0.047879616963064295,0.546875,1.75,0.9803921568627451,0.9725490196078431,0.9411764705882353,1.0,0.9732870214752565,0.5309678912162781,0.25563154729381304,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.0,1.0,13.0,0.65,1.3,0.6039215686274509,0.6039215686274509,0.5411764705882353,1.0,0.07493840098728659,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.7777777777777778
10.0,4.0,0.028645833333333332,0.2603550295857988,1.0,0.03419972640218878,0.390625,1.25,0.9098039215686274,0.9411764705882353,1.0,1.0,0.9416702147525677,0.5948676417271296,0.2567259427134544,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.8888888888888888,1.0,11.0,0.55,1.1,0.47843137254901963,0.5411764705882353,0.6666666666666666,1.0,0.08022445214110523,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.1111111111111111
10.0,5.0,0.031901041666666664,0.28994082840236685,1.1136363636363635,0.027359781121751026,0.3125,1.0,0.9411764705882353,1.0,0.9411764705882353,1.0,0.9840448179271709,0.6387586792310079,0.25727314042327504,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.8888888888888888,1.0,10.0,0.5,1.0,0.5411764705882353,0.6666666666666666,0.5411764705882353,1.0,0.07225772607915983,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.0
10.0,6.0,0.055338541666666664,0.5029585798816568,1.9318181818181819,0.047879616963064295,0.546875,1.75,1.0,0.9411764705882353,0.9725490196078431,1.0,0.9580451914098971,0.6961533973614374,0.25563154729381304,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,1.0,13.0,0.65,1.3,0.6666666666666666,0.5411764705882353,0.6039215686274509,1.0,0.07696553043491201,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.4444444444444444
10.0,7.0,0.054036458333333336,0.4911242603550296,1.8863636363636365,0.06292749658002736,0.71875,2.3,0.996078431372549,0.996078431372549,0.996078431372549,1.0,0.9962651727357608,0.40444877247015637,0.34920200081758723,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8888888888888888,1.0,15.0,0.75,1.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.06950687251644842,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.5555555555555556
10.0,8.0,0.036458333333333336,0.33136094674556216,1.2727272727272727,0.03419972640218878,0.390625,1.25,1.0,0.996078431372549,0.9411764705882353,1.0,0.9932840336134452,0.46337346732616425,0.35139079165686987,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4444444444444444,1.0,1.0,11.0,0.55,1.1,0.6666666666666666,0.6666666666666666,0.5411764705882353,1.0,0.07018620872896762,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.3333333333333333
10.0,9.0,0.042317708333333336,0.38461538461538464,1.4772727272727273,0.047879616963064295,0.546875,1.75,0.9725490196078431,0.9411764705882353,1.0,1.0,0.954374603174603,0.5165961186091105,0.3502963962372285,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.0,1.0,13.0,0.65,1.3,0.6039215686274509,0.5411764705882353,0.6666666666666666,1.0,0.07777144731932475,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.2222222222222222
10.0,10.0,0.07096354166666667,0.6449704142011834,2.477272727272727,0.06292749658002736,0.71875,2.3,0.9411764705882353,1.0,0.9725490196078431,1.0,0.9862020541549952,0.5869900037844976,0.34920200081758723,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.8888888888888888,1.0,15.0,0.75,1.5,0.5411764705882353,0.6666666666666666,0.6039215686274509,1.0,0.07193753126852886,0.0,0.0,10.0,0.0,20.0,10.0,169.0,44.0,64.0,20.0,0.6666666666666666
11.0,1.0,0.14908854166666666,1.0,7.387096774193548,0.12722298221614228,1.0,6.2,0.0,0.0,0.0,0.0,0.047619047619047616,0.2896538625160853,0.28709530602075495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,28.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,1.0
11.0,2.0,0.08658854166666667,0.5807860262008734,4.290322580645161,0.07934336525307797,0.6236559139784946,3.8666666666666667,0.0,0.0,0.0,0.0,0.047619047619047616,0.42676321665445965,0.29256726224510515,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,1.0,18.0,0.6428571428571429,2.25,0.0,0.0,0.0,1.0,0.047619047619047616,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.6666666666666666
11.0,3.0,0.068359375,0.4585152838427948,3.3870967741935485,0.0560875512995896,0.44086021505376344,2.7333333333333334,0.0,0.0,0.0,0.0,0.047619047619047616,0.5232638915379842,0.2947560426474596,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.8888888888888888,1.0,14.0,0.5,1.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.5555555555555556
11.0,4.0,0.031901041666666664,0.21397379912663755,1.5806451612903225,0.030095759233926128,0.23655913978494625,1.4666666666666666,0.9058823529411765,0.2980392156862745,0.23529411764705882,1.0,0.45022521008403354,0.5924153625965118,0.29695623061236215,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,1.0,10.0,0.35714285714285715,1.25,1.0,1.0,1.0,1.0,0.10576717285591278,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.2222222222222222
11.0,5.0,0.020182291666666668,0.13537117903930132,1.0,0.02051983584131327,0.16129032258064516,1.0,0.20392156862745098,0.596078431372549,0.8588235294117647,1.0,0.553977217553688,0.6376519302527109,0.29803921846945536,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,1.0,8.0,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,0.08595849451955608,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.0
11.0,6.0,0.051432291666666664,0.34497816593886466,2.5483870967741935,0.0560875512995896,0.44086021505376344,2.7333333333333334,0.1803921568627451,0.8,0.44313725490196076,1.0,0.6595294117647059,0.6925238768259684,0.2947560426474596,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,1.0,14.0,0.5,1.75,1.0,1.0,1.0,1.0,0.07220155275809931,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.3333333333333333
11.0,7.0,0.0859375,0.5764192139737991,4.258064516129032,0.07934336525307797,0.6236559139784946,3.8666666666666667,0.6078431372549019,0.34901960784313724,0.7137254901960784,1.0,0.45750214752567686,0.25785590211550397,0.4238942116295101,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,1.0,18.0,0.6428571428571429,2.25,1.0,1.0,1.0,1.0,0.10408486140794573,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.7777777777777778
11.0,8.0,0.028645833333333332,0.19213973799126638,1.4193548387096775,0.030095759233926128,0.23655913978494625,1.4666666666666666,0.9529411764705882,0.611764705882353,0.07058823529411765,1.0,0.6621198879551822,0.33407661815484363,0.4282831591229106,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,1.0,10.0,0.35714285714285715,1.25,0.0,0.0,0.0,1.0,0.6621198879551822,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.1111111111111111
11.0,9.0,0.056640625,0.3799126637554585,2.806451612903226,0.0560875512995896,0.44086021505376344,2.7333333333333334,0.10196078431372549,0.7372549019607844,0.611764705882353,1.0,0.6125056956115781,0.3957411249478658,0.4260829920318645,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.8888888888888888,1.0,14.0,0.5,1.75,1.0,1.0,1.0,1.0,0.0777446609235212,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.4444444444444444
11.0,10.0,0.091796875,0.6157205240174672,4.548387096774194,0.07934336525307797,0.6236559139784946,3.8666666666666667,0.9137254901960784,0.11764705882352941,0.38823529411764707,1.0,0.33945695611577964,0.4891330301761627,0.4238942116295101,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,18.0,0.6428571428571429,2.25,1.0,1.0,1.0,1.0,0.14028007604830475,1.0,0.0,10.0,0.0,28.0,8.0,229.0,31.0,93.0,15.0,0.8888888888888888
12.0,1.0,0.078125,0.6,3.0,0.16415868673050615,1.0,3.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.22330729166666666,0.31226629630322333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.8888888888888888,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,1.0
12.0,2.0,0.13020833333333334,1.0,5.0,0.06839945280437756,0.4166666666666667,1.25,0.0,0.0,0.0,1.0,0.047619047619047616,0.3532552123069763,0.3133606917228647,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,14.0,0.875,1.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.8888888888888888
12.0,3.0,0.07161458333333333,0.55,2.75,0.15047879616963064,0.9166666666666666,2.75,0.0,0.0,0.0,1.0,0.047619047619047616,0.47994792461395264,0.314455087142506,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,1.0,12.0,0.75,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.7777777777777778
12.0,4.0,0.052083333333333336,0.4,2.0,0.1094391244870041,0.6666666666666666,2.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.567578117052714,0.314455087142506,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,1.0,12.0,0.75,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.6666666666666666
12.0,5.0,0.0390625,0.3,1.5,0.13679890560875513,0.8333333333333334,2.5,0.0,0.0,0.0,1.0,0.047619047619047616,0.6389323075612386,0.3155494825621473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.4444444444444444,1.0,10.0,0.625,1.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.5555555555555556
12.0,6.0,0.052083333333333336,0.4,2.0,0.1094391244870041,0.6666666666666666,2.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.7102864583333334,0.3155494825621473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.8888888888888888,10.0,0.625,1.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.4444444444444444
12.0,7.0,0.0390625,0.3,1.5,0.08207934336525308,0.5,1.5,0.0,0.0,0.0,1.0,0.047619047619047616,0.7816406091054281,0.3155494825621473,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,10.0,0.625,1.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.3333333333333333
12.0,8.0,0.032552083333333336,0.25,1.25,0.06839945280437756,0.4166666666666667,1.25,0.0,0.0,0.0,1.0,0.047619047619047616,0.20052083333333334,0.48326492831416723,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.7777777777777778,8.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.2222222222222222
12.0,9.0,0.045572916666666664,0.35,1.75,0.09575923392612859,0.5833333333333334,1.75,0.0,0.0,0.0,1.0,0.047619047619047616,0.2653645873069763,0.48326492831416723,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.8888888888888888,8.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.1111111111111111
12.0,10.0,0.026041666666666668,0.2,1.0,0.05471956224350205,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.047619047619047616,0.32695313294728595,0.48326492831416723,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,1.0,8.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,16.0,8.0,200.0,40.0,120.0,40.0,0.0
13.0,1.0,0.15104166666666666,1.0,8.285714285714286,0.10259917920656635,1.0,5.357142857142857,0.0,1.0,0.2549019607843137,1.0,0.7462894491129786,0.22265625,0.24468763484511263,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7777777777777778,24.0,1.0,3.0,0.16470588235294117,0.03137254901960784,0.27058823529411763,1.0,0.2938365194947433,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,1.0
13.0,2.0,0.10286458333333333,0.6810344827586207,5.642857142857143,0.06429548563611491,0.6266666666666667,3.357142857142857,0.0,1.0,1.0,1.0,0.7975238095238095,0.3664062519868215,0.24742361295728774,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,1.0,16.0,0.6666666666666666,2.0,0.16470588235294117,0.03137254901960784,0.27058823529411763,1.0,0.31400902248209134,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.8888888888888888
13.0,3.0,0.055338541666666664,0.36637931034482757,3.0357142857142856,0.04377564979480164,0.4266666666666667,2.2857142857142856,1.0,0.0,1.0,1.0,0.31885714285714284,0.4624999811251958,0.2496124037965704,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,1.0,12.0,0.5,1.5,0.16470588235294117,0.03137254901960784,0.27058823529411763,1.0,0.12554361204562237,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.7777777777777778
13.0,4.0,0.039713541666666664,0.2629310344827586,2.1785714285714284,0.030095759233926128,0.29333333333333333,1.5714285714285714,1.0,1.0,0.0,1.0,0.9312380952380951,0.5269531160593033,0.25015960150639105,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,1.0,10.0,0.4166666666666667,1.25,0.16470588235294117,0.03137254901960784,0.27058823529411763,1.0,0.3666563436625136,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.5555555555555556
13.0,5.0,0.018229166666666668,0.1206896551724138,1.0,0.019151846785225718,0.18666666666666668,1.0,1.0,0.0,0.25098039215686274,1.0,0.2673531279178338,0.5729166467984518,0.25070678877928354,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.7777777777777778,1.0,8.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.17811292499140868,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.0
13.0,6.0,0.05078125,0.33620689655172414,2.7857142857142856,0.04377564979480164,0.4266666666666667,2.2857142857142856,0.0,0.5019607843137255,1.0,1.0,0.45828795518207277,0.6244791646798452,0.2496124037965704,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,12.0,0.5,1.5,1.0,1.0,1.0,1.0,0.10390639134325294,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.3333333333333333
13.0,7.0,0.059244791666666664,0.3922413793103448,3.25,0.06429548563611491,0.6266666666666667,3.357142857142857,1.0,0.5019607843137255,0.0,1.0,0.5920022408963586,0.6963541656732559,0.24742361295728774,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.8888888888888888,16.0,0.6666666666666666,2.0,0.16470588235294117,0.03137254901960784,0.27058823529411763,1.0,0.23308902223504507,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.4444444444444444
13.0,8.0,0.027994791666666668,0.1853448275862069,1.5357142857142858,0.030095759233926128,0.29333333333333333,1.5714285714285714,0.5019607843137255,0.0,1.0,1.0,0.2180160597572362,0.7567708641290665,0.25015960150639105,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.7777777777777778,10.0,0.4166666666666667,1.25,1.0,1.0,1.0,1.0,0.21841990756126894,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.1111111111111111
13.0,9.0,0.041666666666666664,0.27586206896551724,2.2857142857142856,0.04377564979480164,0.4266666666666667,2.2857142857142856,1.0,1.0,1.0,1.0,1.0,0.8083333174387614,0.2496124037965704,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.7777777777777778,12.0,0.5,1.5,0.16470588235294117,0.03137254901960784,0.27058823529411763,1.0,0.3937299660929017,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.2222222222222222
13.0,10.0,0.059244791666666664,0.3922413793103448,3.25,0.06429548563611491,0.6266666666666667,3.357142857142857,0.0,0.0,0.0,1.0,0.047619047619047616,0.17682291567325592,0.3502963962372285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,16.0,0.6666666666666666,2.0,0.0,1.0,0.2549019607843137,1.0,0.7462894491129786,0.0,0.0,10.0,0.0,24.0,8.0,232.0,28.0,75.0,14.0,0.6666666666666666
14.0,1.0,0.06770833333333333,0.538860103626943,2.0392156862745097,0.06703146374829001,0.5568181818181818,2.0416666666666665,1.0,0.4196078431372549,0.4196078431372549,1.0,0.564761157796452,0.04697265227635702,0.06102370693973901,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,16.0,0.6666666666666666,1.6,1.0,1.0,1.0,1.0,0.08431714356002189,1.0,0.0,10.0,0.0,24.0,10.0,193.0,51.0,88.0,24.0,0.3333333333333333
14.0,2.0,0.042317708333333336,0.33678756476683935,1.2745098039215685,0.04103967168262654,0.3409090909090909,1.25,0.3058823529411765,0.803921568627451,0.7686274509803922,1.0,0.7099906629318395,0.959277331829071,0.06184450872293412,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,12.0,0.5,1.2,0.0,0.0,0.0,1.0,0.7099906629318395,1.0,0.0,10.0,0.0,24.0,10.0,193.0,51.0,88.0,24.0,0.4444444444444445
14.0,3.0,0.10091145833333333,0.8031088082901554,3.0392156862745097,0.08481532147742818,0.7045454545454546,2.5833333333333335,0.27058823529411763,0.7176470588235294,0.8196078431372549,1.0,0.6475846872082165,0.0830620676279068,0.5428066853785483,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,18.0,0.75,1.8,1.0,1.0,1.0,1.0,0.07353331318616675,1.0,0.0,10.0,0.0,24.0,10.0,193.0,51.0,88.0,24.0,0.6296296296296297
14.0,4.0,0.057942708333333336,0.46113989637305697,1.7450980392156863,0.0560875512995896,0.4659090909090909,1.7083333333333333,0.5882352941176471,0.807843137254902,0.7058823529411765,1.0,0.7655170868347339,0.9316894362370173,0.47856817493360443,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,14.0,0.5833333333333334,1.4,0.0,0.0,0.0,1.0,0.7655170868347339,1.0,0.0,10.0,0.0,24.0,10.0,193.0,51.0,88.0,24.0,0.5555555555555555
14.0,5.0,0.044921875,0.35751295336787564,1.3529411764705883,0.047879616963064295,0.3977272727272727,1.4583333333333333,0.996078431372549,0.792156862745098,0.3411764705882353,1.0,0.81233314659197,0.04874131580193838,0.9214774469670454,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,13.0,0.5416666666666666,1.3,0.0,0.0,0.0,1.0,0.81233314659197,1.0,0.0,10.0,0.0,24.0,10.0,193.0,51.0,88.0,24.0,0.2222222222222222
14.0,6.0,0.115234375,0.917098445595855,3.4705882352941178,0.1012311901504788,0.8409090909090909,3.0833333333333335,1.0,0.6235294117647059,0.9529411764705882,1.0,0.740333893557423,0.9259006381034851,0.9154468332856853,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,20.0,0.8333333333333334,2.0,0.0,0.0,0.0,1.0,0.740333893557423,1.0,0.0,10.0,0.0,24.0,10.0,193.0,51.0,88.0,24.0,0.5925925925925926
14.0,7.0,0.12565104166666666,1.0,3.784313725490196,0.12038303693570451,1.0,3.6666666666666665,0.32941176470588235,0.6274509803921569,1.0,1.0,0.6104627450980392,0.5628309448560079,0.5608869205584441,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,24.0,1.0,2.4,1.0,1.0,1.0,1.0,0.07800483813537235,1.0,0.0,10.0,0.0,24.0,10.0,193.0,51.0,88.0,24.0,1.0
